9606.ENSP00000001008	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000007699	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000012443	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000040877	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000052754	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000053867	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000081029	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000156109	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000156471	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000161863	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000168216	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000170447	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000170564	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000171887	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000181839	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000184956	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000199320	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000199706	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000199814	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000200457	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000202816	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000203001	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000215793	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000215829	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000215909	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216038	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216044	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216099	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216181	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216190	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216252	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216277	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216297	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216330	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216489	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216554	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216714	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216727	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000216832	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000217109	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000217121	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000217182	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000219150	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000219782	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000219837	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000220478	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000220496	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000220592	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000220849	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000221233	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000221419	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000221486	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000221494	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000221801	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000221922	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000222247	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000222511	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000222574	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000222968	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000223073	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000223324	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000223641	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000224073	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000224140	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225296	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225298	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225388	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225430	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225504	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225655	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225665	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225698	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225726	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225729	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225792	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225969	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000225972	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000226796	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000226798	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000227163	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000227474	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000227520	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000228251	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000228284	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000228740	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000228843	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000228928	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000229214	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000229304	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000229335	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000229390	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000230050	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000230340	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000230640	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000230771	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000231198	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000231509	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000231572	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000232744	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000232888	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000232905	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000233057	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000233078	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000233468	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000233893	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000234170	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000234198	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000234590	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000234677	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000236273	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000236980	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000238112	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000238146	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000238714	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000238823	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000240185	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000240316	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000241502	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000242351	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000242776	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000242784	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000243077	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000243563	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244020	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244230	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244496	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244520	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244534	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244537	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244571	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244669	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244745	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000244769	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000245206	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000245255	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000245479	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000245539	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000245838	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000246071	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000246194	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000246802	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000246868	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000246957	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000247001	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000247003	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000247026	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000247461	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000247815	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000248342	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000248553	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000248643	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000249299	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000250113	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000250863	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251038	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251241	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251343	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251453	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251607	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251636	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000251642	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000252011	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000252136	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000252542	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000252593	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000252622	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000252699	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253024	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253039	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253048	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253099	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253107	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253108	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253110	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253233	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253237	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253247	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253329	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000253363	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254037	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254066	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254108	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254193	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254301	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254436	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254605	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254630	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254730	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254799	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254803	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254878	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254928	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000254940	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000255078	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000255136	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000255189	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000255381	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
9606.ENSP00000255977	Molecular Function (Gene Ontology)	GO:0003723	RNA binding
